x0,x1,x2,x3,x4,x5,x6,x7,duration,event
0.37706047,1.5904645,1.9212526,1.4436727,1.83572,1.9683706,0.7041013,1.276447,65.92308,0
0.9478655,1.9732575,0.18761565,0.8247498,1.7510781,0.5681026,1.5755857,0.76556635,208.28452,1
1.9599571,1.7670597,0.6026407,1.5403862,0.6737131,1.2127256,1.3169615,1.6591908,290.21234,1
0.04890168,0.44031578,1.4238356,1.1270465,0.99121016,0.110419914,0.69655174,1.7302004,394.6041,1
0.061785676,0.7928725,1.8902966,0.10176147,1.4994115,0.51522523,1.7332177,1.492136,279.06137,1
1.7714103,0.43184957,1.0625855,1.5585399,0.4913995,0.4614926,0.054364268,1.9170306,319.87714,1
1.4200338,1.2711207,1.4879894,1.0632259,0.95226765,0.8990645,1.2808784,0.40306994,281.2143,1
1.7761174,1.6235048,0.6991272,1.1572186,0.2820546,1.9446925,1.8057854,1.8437951,247.68567,1
0.6643261,0.3382694,0.42354432,0.18000278,0.24022126,0.14260907,1.9796461,0.14811537,691.9794,1
0.26508415,1.6545092,1.1604804,1.5488344,1.261824,1.7643502,1.2769351,1.0442501,351.77652,1
1.4254994,0.8947855,0.69212765,0.9353049,0.33942822,1.5931435,0.52140754,0.3070631,224.68341,1
0.49270448,1.6841403,0.6604026,1.3720998,1.7128192,0.15548934,1.5300488,0.61533093,203.06448,0
0.43324474,1.3778028,1.8195932,0.5900384,1.1376677,0.5796682,1.1085712,1.2437241,431.883,1
1.2206708,1.2470927,0.27015957,1.3870809,1.3495007,1.3651762,0.1481411,0.8936777,224.74428,1
0.8180703,0.17342296,0.44473585,0.8819253,1.4858127,0.47412416,1.6594998,1.0915966,222.73425,1
1.5208434,0.945112,0.99838847,1.2394388,1.8559412,0.9836252,1.0573151,1.2039939,324.03296,1
1.4750303,0.14370067,1.0313749,0.96318316,1.84337,0.98701316,0.9366411,1.9244,180.28731,1
0.9011529,0.36176887,0.43383226,0.19037507,0.0011362585,0.8638913,1.5384852,1.4669329,281.31982,1
0.064298175,1.1399658,0.30856624,1.8821526,0.33473,1.2532785,0.6524767,1.2831227,293.22745,1
0.8245172,1.5192862,0.46135825,1.8115838,1.0004193,1.5121863,1.6994604,1.9976572,235.50276,1
0.44789132,0.5737848,0.5008662,0.52574265,1.1648895,1.987045,1.9805561,1.0535464,180.26543,1
1.2780545,1.7199411,1.8658669,0.40772125,1.0570835,1.6656741,0.6064041,0.8796181,272.60938,1
1.9712422,1.9700934,1.8122137,1.5968966,0.538261,0.64170015,1.0945656,1.1215547,369.8066,1
1.0110056,1.2733406,0.81664604,1.4983484,0.66709983,0.661354,0.25445193,0.37742442,197.41728,1
1.7010417,0.89256465,0.45573556,1.5186822,1.1079623,0.042312022,0.6327229,0.35400283,193.06668,1
1.3117458,0.55006206,0.12989356,0.10986998,1.1634547,0.04344691,1.6975843,0.31079423,466.00204,1
1.2131326,0.88937604,0.885703,0.14359428,1.6055045,1.7861049,0.022033336,0.35720834,347.77304,1
1.8078084,1.0989872,0.30007917,0.4055809,1.3199725,1.4496336,1.1988536,1.9062967,250.54965,1
0.98812723,0.6005438,0.9544658,0.7193326,0.4488318,0.0919265,0.704425,1.4228187,323.42218,1
0.036875606,0.87835705,1.2880188,1.2208083,1.5532969,1.6210394,1.4234116,0.20559539,296.74606,1
0.9500449,1.2068119,0.49113208,0.08510364,0.44718063,0.9097888,0.82786065,0.35333395,155.17361,0
1.6488311,1.8513733,0.40269664,1.8591459,0.035721917,1.8499249,1.9038576,0.024103725,495.39255,1
1.5260386,1.9404031,1.8118044,1.9414203,1.100647,0.15631229,1.6995784,1.2276565,216.49153,1
1.2294735,0.8345072,1.1436839,0.30715957,1.4795401,0.15003462,1.4595616,1.6979568,216.94154,1
0.94493735,1.0196607,0.6244286,1.9389172,1.466249,0.7379771,0.34961477,0.43915918,215.13138,1
0.9278446,1.8851368,1.4682927,0.43048748,1.7191223,0.75640106,1.7034444,0.48339918,306.43277,1
1.2373213,1.853341,0.515788,1.3858532,1.9746252,0.30119658,0.17680459,1.3483903,279.4738,1
0.6794719,0.14248896,0.95061123,1.5075414,0.5702448,0.6700938,1.6913989,1.0401438,180.19513,1
1.6854639,0.892779,1.9059503,1.3015891,0.23179772,1.770186,0.9785304,0.28327793,140.07565,0
0.30538025,1.3750678,0.09474501,0.57318753,0.27957517,0.8821549,0.8287075,1.0437529,354.94946,1
0.55927265,0.06408718,1.2287722,0.747436,1.30267,0.21733394,0.027554711,0.4965885,285.34256,1
0.91309464,0.78814393,1.6206051,0.7556753,1.0608823,1.1870311,0.043662783,1.0302668,255.33795,1
0.6896625,0.84256023,0.2005748,1.5656412,1.8848085,0.04453764,1.2027456,1.5276881,220.29898,1
0.5696152,1.5751112,1.2647101,1.8583252,1.9620097,0.084692225,0.88987553,1.0939755,252.12614,1
